cond,utt_id,speaker,wer,sub,del,ins,cer,hyp
real,4446-2271-0011,4446,0.1111111111111111,0.1111111111111111,0.0,0.0,0.064516129032258,"Sir Harry Towne, Mr. Bartley Alexander, the American Engineer."
f5tts,4446-2271-0011,4446,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0806451612903225,sir harry town mr bartley alexander the american engineer
xtts,4446-2271-0011,4446,0.1111111111111111,0.1111111111111111,0.0,0.0,0.064516129032258,"Sir Harry Towne, Mr. Bartley, Alexander the American Engineer."
chatterbox,4446-2271-0011,4446,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0806451612903225,sir harry town mr bartley alexander the american engineer
indextts,4446-2271-0011,4446,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0806451612903225,sir harry town mr bartley alexander the american engineer
cosyvoice3,4446-2271-0011,4446,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0806451612903225,sir harry town mr bartley alexander the american engineer
real,4446-2273-0027,4446,0.0,0.0,0.0,0.0,0.0,"When she finished, Alexander shook himself out of a reverie."
f5tts,4446-2273-0027,4446,0.0,0.0,0.0,0.0,0.0,"When she finished, Alexander shook himself out of a reverie."
xtts,4446-2273-0027,4446,0.0,0.0,0.0,0.0,0.0,"When she finished, Alexander shook himself out of a reverie."
chatterbox,4446-2273-0027,4446,0.0,0.0,0.0,0.0,0.0,when she finished alexander shook himself out of a reverie
indextts,4446-2273-0027,4446,0.0,0.0,0.0,0.0,0.0,"When she finished, Alexander shook himself out of a reverie."
cosyvoice3,4446-2273-0027,4446,0.0,0.0,0.0,0.0,0.0,when she finished alexander shook himself out of a reverie
real,4446-2275-0007,4446,0.0,0.0,0.0,0.0,0.0,"She pushed him toward the big chair by the fire and sat down on a stool at the opposite side of the hearth, her knees drawn up to her chin, laughing like a happy little girl."
f5tts,4446-2275-0007,4446,0.0,0.0,0.0,0.0,0.0,she pushed him toward the big chair by the fire and sat down on a stool at the opposite side of the hearth her knees drawn up to her chin laughing like a happy little girl
xtts,4446-2275-0007,4446,0.0,0.0,0.0,0.0,0.0,"She pushed him toward the big chair by the fire  and sat down on a stool at the opposite side of the hearth,  her knees drawn up to her chin,  laughing like a happy little girl."
chatterbox,4446-2275-0007,4446,0.0,0.0,0.0,0.0,0.0,she pushed him toward the big chair by the fire and sat down on a stool at the opposite side of the hearth her knees drawn up to her chin laughing like a happy little girl
indextts,4446-2275-0007,4446,0.0,0.0,0.0,0.0,0.0,she pushed him toward the big chair by the fire and sat down on a stool at the opposite side of the hearth her knees drawn up to her chin laughing like a happy little girl
cosyvoice3,4446-2275-0007,4446,0.0,0.0,0.0,0.0,0.0,"She pushed him toward the big chair by the fire, and sat down on a stool at the opposite side of the hearth, her knees drawn up to her chin, laughing like a happy little girl."
real,4446-2273-0019,4446,0.0,0.0,0.0,0.0,0.0,"Come, we'll have our coffee in the other room, and you can smoke."
f5tts,4446-2273-0019,4446,0.0,0.0,0.0,0.0,0.0,come we'll have our coffee in the other room and you can smoke
xtts,4446-2273-0019,4446,0.0769230769230769,0.0769230769230769,0.0,0.0,0.032258064516129,"Come, I'll have our coffee in the other room.  And you can smoke."
chatterbox,4446-2273-0019,4446,0.0,0.0,0.0,0.0,0.0,"Come, we'll have our coffee in the other room and you can smoke."
indextts,4446-2273-0019,4446,0.0,0.0,0.0,0.0,0.0,"Come, we'll have our coffee in the other room and you can smoke."
cosyvoice3,4446-2273-0019,4446,0.0,0.0,0.0,0.0,0.0,"Come, we'll have our coffee in the other room, and you can smoke."
real,4446-2271-0018,4446,0.0555555555555555,0.0,0.0,0.0555555555555555,0.05,she considered for a moment and then said no i think not though i am glad you ask me
f5tts,4446-2271-0018,4446,0.0,0.0,0.0,0.0,0.0,"She considered a moment, and then said,  No, I think not, though I am glad you ask me."
xtts,4446-2271-0018,4446,0.0,0.0,0.0,0.0,0.0,"She considered a moment, and then said no.  I think not, though I am glad you ask me."
chatterbox,4446-2271-0018,4446,0.0555555555555555,0.0555555555555555,0.0,0.0,0.025,she considered a moment and then said no i think not though i am glad you asked me
indextts,4446-2271-0018,4446,0.0,0.0,0.0,0.0,0.0,"She considered a moment, and then said no, I think not, though I am glad you ask me."
cosyvoice3,4446-2271-0018,4446,0.0,0.0,0.0,0.0,0.0,she considered a moment and then said no i think not though i am glad you ask me
real,4446-2271-0005,4446,0.0,0.0,0.0,0.0,0.0,"She saves her hand, too. She's at her best in the second act."
f5tts,4446-2271-0005,4446,0.0,0.0,0.0,0.0,0.0,"She saves her hand, too. She's at her best in the second act."
xtts,4446-2271-0005,4446,0.0,0.0,0.0,0.0,0.0,"She saves her hand, too.  She's at her best in the second act."
chatterbox,4446-2271-0005,4446,0.0,0.0,0.0,0.0,0.0,"She saves her hand, too. She's at her best in the second act."
indextts,4446-2271-0005,4446,0.1538461538461538,0.0769230769230769,0.0,0.0769230769230769,0.0344827586206896,"She saves her hand, too. She is at her best in the second act."
cosyvoice3,4446-2271-0005,4446,0.0,0.0,0.0,0.0,0.0,"She saves her hand, too. She's at her best in the second act."
real,260-123440-0020,260,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0,0.0161290322580645,"We won't talk about her anymore if you'd rather not.  We, indeed."
f5tts,260-123440-0020,260,0.0,0.0,0.0,0.0,0.0,We won't talk about her any more if you'd rather not we indeed.
xtts,260-123440-0020,260,0.0,0.0,0.0,0.0,0.0,"We won't talk about her any more, if you'd rather not, we indeed."
chatterbox,260-123440-0020,260,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0,0.0161290322580645,"We won't talk about her anymore, if you'd rather not.  We, indeed."
indextts,260-123440-0020,260,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0,0.0161290322580645,"We won't talk about her anymore, if you'd rather not.  We indeed."
cosyvoice3,260-123440-0020,260,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0,0.0161290322580645,"We won't talk about her anymore. If you'd rather not, we indeed."
real,260-123288-0002,260,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0087719298245614,The atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters
f5tts,260-123288-0002,260,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0087719298245614,The atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters.
xtts,260-123288-0002,260,0.0,0.0,0.0,0.0,0.0,The atmosphere is charged with vapours pervaded with the electricity generated by the evaporation  of saline waters.
chatterbox,260-123288-0002,260,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0087719298245614,The atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters.
indextts,260-123288-0002,260,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0087719298245614,the atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters
cosyvoice3,260-123288-0002,260,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0087719298245614,"The atmosphere is charged with vapors,  pervaded with the electricity generated by the evaporation of saline waters."
real,260-123440-0009,260,0.1111111111111111,0.0,0.1111111111111111,0.0,0.175,I shall never get to 20 at that rate.
f5tts,260-123440-0009,260,0.0,0.0,0.0,0.0,0.0,I shall never get to twenty at that rate.
xtts,260-123440-0009,260,0.0,0.0,0.0,0.0,0.0,I shall never get to twenty at that rate.
chatterbox,260-123440-0009,260,0.1111111111111111,0.0,0.1111111111111111,0.0,0.175,I shall never get to 20 at that rate.
indextts,260-123440-0009,260,0.0,0.0,0.0,0.0,0.0,I shall never get to twenty at that rate.
cosyvoice3,260-123440-0009,260,0.1111111111111111,0.0,0.1111111111111111,0.0,0.175,I shall never get to 20 at that rate.
real,260-123288-0003,260,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0251572327044025,The electric light can scarcely penetrate through the dense curtain which is dropped  over the theater on which the battle of the elements is about to be waged.
f5tts,260-123288-0003,260,0.0,0.0,0.0,0.0,0.0,The electric light can scarcely penetrate through the dense curtain which has dropped  over the theatre on which the battle of the elements is about to be waged.
xtts,260-123288-0003,260,0.0,0.0,0.0,0.0,0.0,The electric light can scarcely penetrate through the dense curtain which has dropped  over the theatre on which the battle of the elements is about to be waged.
chatterbox,260-123288-0003,260,0.0,0.0,0.0,0.0,0.0,The electric light can scarcely penetrate through the dense curtain which has dropped  over the theatre on which the battle of the elements is about to be waged.
indextts,260-123288-0003,260,0.0,0.0,0.0,0.0,0.0,the electric light can scarcely penetrate through the dense curtain which has dropped over the theatre on which the battle of the elements is about to be waged
cosyvoice3,260-123288-0003,260,0.0357142857142857,0.0357142857142857,0.0,0.0,0.0125786163522012,The electric light can scarcely penetrate through the dense curtain which has dropped over the theater on which the battle of the elements is about to be waged.
real,260-123286-0030,260,0.0,0.0,0.0,0.0,0.0,"Suddenly, the ichthyosaurus and the plesiosaurus disappear below, leaving a whirlpool eddying  in the water."
f5tts,260-123286-0030,260,0.0,0.0,0.0,0.0,0.0,Suddenly the ichthyosaurus and the plesiosaurus disappear below leaving a whirlpool eddying in the water.
xtts,260-123286-0030,260,0.1333333333333333,0.1333333333333333,0.0,0.0,0.0384615384615384,"Suddenly, the Ichiosaurus and the Plasiosaurus disappear below, leaving a whirlpool eddying in the water."
chatterbox,260-123286-0030,260,0.0,0.0,0.0,0.0,0.0,"Suddenly, the ichthyosaurus and the plesiosaurus disappear below, leaving a whirlpool eddying in the water."
indextts,260-123286-0030,260,0.0,0.0,0.0,0.0,0.0,"Suddenly, the ichthyosaurus and the plesiosaurus disappear below leaving a whirlpool eddying in the water."
cosyvoice3,260-123286-0030,260,0.0,0.0,0.0,0.0,0.0,"Suddenly, the ichthyosaurus and the plesiosaurus disappear below,  leaving a whirlpool eddying in the water."
real,260-123286-0023,260,0.0,0.0,0.0,0.0,0.0,The raft was heaved up on a watery mountain and pitched down again at a distance of twenty fathoms.
f5tts,260-123286-0023,260,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0204081632653061,"The raft was hived up on a watery mountain, and pitched down again at a distance of twenty fathoms."
xtts,260-123286-0023,260,0.0,0.0,0.0,0.0,0.0,"The raft was heaved up on a watery mountain, and pitched down again at a distance of twenty fathoms."
chatterbox,260-123286-0023,260,0.0,0.0,0.0,0.0,0.0,The raft was heaved up on a watery mountain and pitched down again at a distance of twenty fathoms.
indextts,260-123286-0023,260,0.0,0.0,0.0,0.0,0.0,"The raft was heaved up on a watery mountain, and pitched down again at a distance of twenty fathoms."
cosyvoice3,260-123286-0023,260,0.0,0.0,0.0,0.0,0.0,The raft was heaved up on a watery mountain and pitched down again at a distance of twenty fathoms.
real,260-123286-0031,260,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0625,"As for the Ithiasaurus, has he returned to his submarine cavern?"
f5tts,260-123286-0031,260,0.0,0.0,0.0,0.0,0.0,"As for the ichthyosaurus, has he returned to his submarine cavern?"
xtts,260-123286-0031,260,0.0,0.0,0.0,0.0,0.0,"As for the ichthyosaurus has, he returned to his submarine cavern."
chatterbox,260-123286-0031,260,0.0,0.0,0.0,0.0,0.0,"As for the Ichthyosaurus, has he returned to his submarine cavern?"
indextts,260-123286-0031,260,0.0,0.0,0.0,0.0,0.0,"As for the ichthyosaurus, has he returned to his submarine cavern?"
cosyvoice3,260-123286-0031,260,0.0,0.0,0.0,0.0,0.0,"As for the ichthyosaurus, has he returned to his submarine cavern?"
real,260-123288-0027,260,0.0,0.0,0.0,0.0,0.0,"A suffocating smell of nitrogen fills the air, it enters the throat, it fills the lungs."
f5tts,260-123288-0027,260,0.0,0.0,0.0,0.0,0.0,A suffocating smell of nitrogen fills the air it enters the throat it fills the lungs.
xtts,260-123288-0027,260,0.0,0.0,0.0,0.0,0.0,"A suffocating smell of nitrogen fills the air, it enters the throat, it fills the lungs."
chatterbox,260-123288-0027,260,0.0,0.0,0.0,0.0,0.0,A suffocating smell of nitrogen fills the air it enters the throat. It fills the lungs.
indextts,260-123288-0027,260,0.0,0.0,0.0,0.0,0.0,a suffocating smell of nitrogen fills the air it enters the throat it fills the lungs
cosyvoice3,260-123288-0027,260,0.0,0.0,0.0,0.0,0.0,"A suffocating smell of nitrogen fills the air, it enters the throat, it fills the lungs."
real,7021-79740-0001,7021,0.0,0.0,0.0,0.0,0.0,della had a young sister named maria and a cousin whose name was jane
f5tts,7021-79740-0001,7021,0.0,0.0,0.0,0.0,0.0,Della had a young sister named Maria and a cousin whose name was Jane.
xtts,7021-79740-0001,7021,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0289855072463768,Stella had a young sister named Maria and a cousin whose name was Jane.
chatterbox,7021-79740-0001,7021,0.0,0.0,0.0,0.0,0.0,Della had a young sister named Maria and a cousin whose name was Jane.
indextts,7021-79740-0001,7021,0.0,0.0,0.0,0.0,0.0,Della had a young sister named Maria and a cousin whose name was Jane.
cosyvoice3,7021-79740-0001,7021,0.0,0.0,0.0,0.0,0.0,Della had a young sister named Maria and a cousin whose name was Jane.
real,7021-85628-0005,7021,0.0,0.0,0.0,0.0,0.0,"Seeing that I am so fine, I may as well go and visit the king."
f5tts,7021-85628-0005,7021,0.0,0.0,0.0,0.0,0.0,"Seeing that I am so fine, I may as well go and visit the king."
xtts,7021-85628-0005,7021,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,"Seeing that I am so fine, I may as well go and visit King."
chatterbox,7021-85628-0005,7021,0.0,0.0,0.0,0.0,0.0,"Seeing that I am so fine, I may as well go and visit the king."
indextts,7021-85628-0005,7021,0.0,0.0,0.0,0.0,0.0,"Seeing that I am so fine, I may as well go and visit the king."
cosyvoice3,7021-85628-0005,7021,0.0,0.0,0.0,0.0,0.0,"Seeing that I am so fine, I may as well go and visit the king."
real,7021-85628-0006,7021,0.0,0.0,0.0,0.0,0.0,"I am going to the court ball, answered Anders."
f5tts,7021-85628-0006,7021,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0454545454545454,"""'I am going to the court ball,' answered Anders."
xtts,7021-85628-0006,7021,0.0,0.0,0.0,0.0,0.0,"I am going to the court, Ball answered Anders."
chatterbox,7021-85628-0006,7021,0.0,0.0,0.0,0.0,0.0,"I am going to the court ball, answered Anders."
indextts,7021-85628-0006,7021,0.0,0.0,0.0,0.0,0.0,i am going to the court ball answered anders
cosyvoice3,7021-85628-0006,7021,0.0,0.0,0.0,0.0,0.0,i am going to the court ball answered anders
real,7021-79740-0012,7021,0.0,0.0,0.0,0.0,0.0,"said she, pointing to the playthings.  See?"
f5tts,7021-79740-0012,7021,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0512820512820512,"said she, pointing to the plaything's sea."
xtts,7021-79740-0012,7021,0.5714285714285714,0.1428571428571428,0.0,0.4285714285714285,0.282051282051282,"said she, pointing to the playthings.  Si, men are you."
chatterbox,7021-79740-0012,7021,0.0,0.0,0.0,0.0,0.0,"said she, pointing to the playthings, see."
indextts,7021-79740-0012,7021,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0512820512820512,"said she, pointing to the plaything sea."
cosyvoice3,7021-79740-0012,7021,0.0,0.0,0.0,0.0,0.0,"said she, pointing to the playthings.  See?"
real,7021-79759-0000,7021,0.0,0.0,0.0,0.0,0.0,Nature of the Effect Produced by Early Impressions
f5tts,7021-79759-0000,7021,0.0,0.0,0.0,0.0,0.0,Nature of the effect produced by early impressions.
xtts,7021-79759-0000,7021,0.0,0.0,0.0,0.0,0.0,nature of the effect produced by early impressions.
chatterbox,7021-79759-0000,7021,0.0,0.0,0.0,0.0,0.0,Nature of the effect produced by early impressions
indextts,7021-79759-0000,7021,0.0,0.0,0.0,0.0,0.0,Nature of the effect produced by early impressions
cosyvoice3,7021-79759-0000,7021,0.0,0.0,0.0,0.0,0.0,Nature of the effect produced by early impressions
real,7021-79740-0007,7021,0.0,0.0,0.0,0.0,0.0,then turning to jane she asked in a somewhat altered tone has she been a good girl jane
f5tts,7021-79740-0007,7021,0.0,0.0,0.0,0.0,0.0,"Then turning to Jane, she asked in a somewhat altered tone,  Has she been a good girl, Jane?"
xtts,7021-79740-0007,7021,0.0,0.0,0.0,0.0,0.0,"Then, turning to Jane, she asked in a somewhat altered tone,  Has she been a good girl, Jane?"
chatterbox,7021-79740-0007,7021,0.0,0.0,0.0,0.0,0.0,"Then turning to Jane, she asked in a somewhat altered tone,  Has she been a good girl, Jane?"
indextts,7021-79740-0007,7021,0.0,0.0,0.0,0.0,0.0,then turning to jane she asked in a somewhat altered tone has she been a good girl jane
cosyvoice3,7021-79740-0007,7021,0.0,0.0,0.0,0.0,0.0,"Then turning to Jane, she asked in a somewhat altered tone,  Has she been a good girl, Jane?"
real,7021-85628-0010,7021,0.0,0.0,0.0,0.0,0.0,on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters
f5tts,7021-85628-0010,7021,0.0,0.0,0.0,0.0,0.0,"On huge silver platters were pyramids of tarts and cakes, and red wine sparkled in glittering decanters."
xtts,7021-85628-0010,7021,0.0,0.0,0.0,0.0,0.0,"On huge silver platters were pyramids of tarts and cakes and red wine,  sparkled in glittering decanters."
chatterbox,7021-85628-0010,7021,0.0,0.0,0.0,0.0,0.0,"On huge silver platters were pyramids of tarts and cakes,  and red wine sparkled in glittering decanters."
indextts,7021-85628-0010,7021,0.0,0.0,0.0,0.0,0.0,on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters
cosyvoice3,7021-85628-0010,7021,0.0,0.0,0.0,0.0,0.0,on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters
real,7021-79740-0004,7021,0.125,0.125,0.0,0.0,0.0246913580246913,"You have come, Andela, Andela was the name of Jane's doll, to make Rosalie a visit."
f5tts,7021-79740-0004,7021,0.25,0.125,0.0,0.125,0.0493827160493827,"You have come in Della and Della, was the name of Jane's doll, to make Rosalie a visit."
xtts,7021-79740-0004,7021,0.125,0.125,0.0,0.0,0.0246913580246913,"You have come, Andela, Andela, was the name of Jane's doll, to make Rosalie a visit."
chatterbox,7021-79740-0004,7021,0.125,0.125,0.0,0.0,0.0246913580246913,you have come andela andela was the name of jane's doll to make rosalie a visit
indextts,7021-79740-0004,7021,0.125,0.125,0.0,0.0,0.0246913580246913,"You have come, Andela, Andela was the name of Jane's doll to make Rosalie a visit."
cosyvoice3,7021-79740-0004,7021,0.0,0.0,0.0,0.0,0.0,"You have come, Andella. Andella was the name of Jane's doll to make Rosalie a visit."
real,7021-85628-0018,7021,0.0,0.0,0.0,0.0,0.0,"And it is made of mother's best yarn, and she knitted it herself, and everybody wants  to get it away from me."
f5tts,7021-85628-0018,7021,0.0,0.0,0.0,0.0,0.0,And it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me
xtts,7021-85628-0018,7021,0.0,0.0,0.0,0.0,0.0,"And it is made of mother's best yarn, and she knitted it herself, and everybody wants to get it away from me."
chatterbox,7021-85628-0018,7021,0.0,0.0,0.0,0.0,0.0,and it is made of mother's best yarn and she knitted it herself  and everybody wants to get it away from me.
indextts,7021-85628-0018,7021,0.0,0.0,0.0,0.0,0.0,"and it is made of mother's best yarn, and she knitted it herself, and everybody wants to get  it away from me."
cosyvoice3,7021-85628-0018,7021,0.0,0.0,0.0,0.0,0.0,"And it is made of mother's best yarn, and she knitted it herself.  And everybody wants to get it away from me."
real,4507-16021-0005,4507,0.0,0.0,0.0,0.0,0.0,We have never understood this sort of objections.
f5tts,4507-16021-0005,4507,0.0,0.0,0.0,0.0,0.0,We have never understood this sort of objections.
xtts,4507-16021-0005,4507,0.25,0.0,0.0,0.25,0.2291666666666666,"We have never understood this sort of objections.  Watch, girl."
chatterbox,4507-16021-0005,4507,0.0,0.0,0.0,0.0,0.0,we have never understood this sort of objections
indextts,4507-16021-0005,4507,0.0,0.0,0.0,0.0,0.0,We have never understood this sort of objections.
cosyvoice3,4507-16021-0005,4507,0.0,0.0,0.0,0.0,0.0,We have never understood this sort of objections.
real,4507-16021-0003,4507,0.0,0.0,0.0,0.0,0.0,"She has a son, theft, and a daughter, hunger."
f5tts,4507-16021-0003,4507,0.0,0.0,0.0,0.0,0.0,She has a son theft and a daughter hunger.
xtts,4507-16021-0003,4507,0.1111111111111111,0.0,0.0,0.1111111111111111,0.073170731707317,She has a son in theft and a daughter hunger.
chatterbox,4507-16021-0003,4507,0.0,0.0,0.0,0.0,0.0,She has a son theft and a daughter hunger.
indextts,4507-16021-0003,4507,0.0,0.0,0.0,0.0,0.0,She has a son theft and a daughter hunger.
cosyvoice3,4507-16021-0003,4507,0.0,0.0,0.0,0.0,0.0,she has a son theft and a daughter hunger
real,4507-16021-0015,4507,0.0,0.0,0.0,0.0,0.0,since when has malady banished medicine
f5tts,4507-16021-0015,4507,0.0,0.0,0.0,0.0,0.0,Since when has malady banished medicine?
xtts,4507-16021-0015,4507,0.0,0.0,0.0,0.0,0.0,since when has malady banished medicine?
chatterbox,4507-16021-0015,4507,0.0,0.0,0.0,0.0,0.0,Since when has malady banished medicine?
indextts,4507-16021-0015,4507,0.0,0.0,0.0,0.0,0.0,Since when has malady banished medicine?
cosyvoice3,4507-16021-0015,4507,0.0,0.0,0.0,0.0,0.0,since when has malady banished medicine
real,4507-16021-0052,4507,0.0,0.0,0.0,0.0,0.0,"The real human division is this, the luminous and the shady."
f5tts,4507-16021-0052,4507,0.0,0.0,0.0,0.0,0.0,The real human division is this the luminous and the shady.
xtts,4507-16021-0052,4507,0.0,0.0,0.0,0.0,0.0,"The real human division is this, the luminous and the shady."
chatterbox,4507-16021-0052,4507,0.0,0.0,0.0,0.0,0.0,"The real human division is this, the luminous and the shady."
indextts,4507-16021-0052,4507,0.0,0.0,0.0,0.0,0.0,the real human division is this the luminous and the shady
cosyvoice3,4507-16021-0052,4507,0.0,0.0,0.0,0.0,0.0,"The real human division is this, the luminous and the shady."
real,4507-16021-0053,4507,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0434782608695652,to diminish the number of the shady to augment the number of the luminous that is the object  you
f5tts,4507-16021-0053,4507,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0434782608695652,to diminish the number of the shady to augment the number of the luminous that is the object  you
xtts,4507-16021-0053,4507,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0326086956521739,2. Diminish the number of the shady to augment the number of the luminous that is the object.
chatterbox,4507-16021-0053,4507,0.0,0.0,0.0,0.0,0.0,to diminish the number of the shady to augment the number of the luminous that is the object
indextts,4507-16021-0053,4507,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0434782608695652,to diminish the number of the shady to augment the number of the luminous that is the object  you
cosyvoice3,4507-16021-0053,4507,0.0,0.0,0.0,0.0,0.0,"To diminish the number of the shady, to augment the number of the luminous, that is the object."
real,4507-16021-0008,4507,0.0,0.0,0.0,0.0,0.0,Who denies that? Of course it does.
f5tts,4507-16021-0008,4507,0.0,0.0,0.0,0.0,0.0,"Who denies that, of course, it does?"
xtts,4507-16021-0008,4507,0.0,0.0,0.0,0.0,0.0,Who denies that?  Of course it does.
chatterbox,4507-16021-0008,4507,0.0,0.0,0.0,0.0,0.0,who denies that of course it does.
indextts,4507-16021-0008,4507,0.0,0.0,0.0,0.0,0.0,"Who denies that, of course, it does?"
cosyvoice3,4507-16021-0008,4507,0.0,0.0,0.0,0.0,0.0,Who denies that? Of course it does.
real,4507-16021-0056,4507,0.0,0.0,0.0,0.0,0.0,however he who says light does not necessarily say joy
f5tts,4507-16021-0056,4507,0.0,0.0,0.0,0.0,0.0,"However, he who says light does not necessarily say joy."
xtts,4507-16021-0056,4507,0.0,0.0,0.0,0.0,0.0,"However, he who says light does not necessarily say joy."
chatterbox,4507-16021-0056,4507,0.0,0.0,0.0,0.0,0.0,"However, he who says light does not necessarily say joy."
indextts,4507-16021-0056,4507,0.0,0.0,0.0,0.0,0.0,"However, he who says light does not necessarily say joy."
cosyvoice3,4507-16021-0056,4507,0.0,0.0,0.0,0.0,0.0,"However, he who says light does not necessarily say joy."
real,4507-16021-0035,4507,0.0,0.0,0.0,0.0,0.0,"True history being a mixture of all things, the true historian mingles in everything."
f5tts,4507-16021-0035,4507,0.0,0.0,0.0,0.0,0.0,true history being a mixture of all things the true historian mingles in everything
xtts,4507-16021-0035,4507,0.0,0.0,0.0,0.0,0.0,"True history being a mixture of all things, the true historian mingles in everything."
chatterbox,4507-16021-0035,4507,0.0,0.0,0.0,0.0,0.0,"True history being a mixture of all things, the true historian mingles in everything."
indextts,4507-16021-0035,4507,0.0,0.0,0.0,0.0,0.0,true history being a mixture of all things the true historian mingles in everything
cosyvoice3,4507-16021-0035,4507,0.0,0.0,0.0,0.0,0.0,"True history being a mixture of all things, the true historian mingles in everything."
real,4507-16021-0011,4507,0.0,0.0,0.0,0.0,0.0,Why should one not explore everything and study everything?
f5tts,4507-16021-0011,4507,0.0,0.0,0.0,0.0,0.0,Why should one not explore everything and study everything?
xtts,4507-16021-0011,4507,0.0,0.0,0.0,0.0,0.0,Why should one not explore everything and study everything?
chatterbox,4507-16021-0011,4507,0.0,0.0,0.0,0.0,0.0,Why should one not explore everything and study everything?
indextts,4507-16021-0011,4507,0.0,0.0,0.0,0.0,0.0,why should one not explore everything and study everything
cosyvoice3,4507-16021-0011,4507,0.0,0.0,0.0,0.0,0.0,Why should one not explore everything and study everything?
real,4507-16021-0033,4507,0.0,0.0,0.0,0.0,0.0,do we really know the mountain well when we are not acquainted with the cavern
f5tts,4507-16021-0033,4507,0.0,0.0,0.0,0.0,0.0,Do we really know the mountain well when we are not acquainted with the cavern?
xtts,4507-16021-0033,4507,0.0,0.0,0.0,0.0,0.0,Do we really know the mountain well  when we are not acquainted with the cavern?
chatterbox,4507-16021-0033,4507,0.0,0.0,0.0,0.0,0.0,Do we really know the mountain well when we are not acquainted with the cavern?
indextts,4507-16021-0033,4507,0.0,0.0,0.0,0.0,0.0,"Do we really know the mountain well, when we are not acquainted with the cavern?"
cosyvoice3,4507-16021-0033,4507,0.0,0.0,0.0,0.0,0.0,Do we really know the mountain well when we are not acquainted with the cavern?
real,5683-32879-0023,5683,0.0,0.0,0.0,0.0,0.0,"You resemble me, Rachel. You are fearless and inflexible and generous."
f5tts,5683-32879-0023,5683,0.0,0.0,0.0,0.0,0.0,"You resemble me, Rachel. You are fearless and inflexible and generous."
xtts,5683-32879-0023,5683,0.0,0.0,0.0,0.0,0.0,"You resemble me, Rachel. You are fearless and inflexible and generous."
chatterbox,5683-32879-0023,5683,0.0,0.0,0.0,0.0,0.0,"You resemble me, Rachel. You are fearless and inflexible and generous."
indextts,5683-32879-0023,5683,0.0,0.0,0.0,0.0,0.0,"You resemble me, Rachel. You are fearless and inflexible and generous."
cosyvoice3,5683-32879-0023,5683,0.0,0.0,0.0,0.0,0.0,"You resemble me, Rachel. You are fearless and inflexible and generous."
real,5683-32866-0027,5683,0.0,0.0,0.0,0.0,0.0,A cold bright moon was shining with clear sharp lights and shadows.
f5tts,5683-32866-0027,5683,0.0,0.0,0.0,0.0,0.0,A cold bright moon was shining with clear sharp lights and shadows.
xtts,5683-32866-0027,5683,0.0,0.0,0.0,0.0,0.0,"A cold, bright moon was shining with clear, sharp lights and shadows."
chatterbox,5683-32866-0027,5683,0.0,0.0,0.0,0.0,0.0,"A cold, bright moon was shining with clear, sharp lights and shadows."
indextts,5683-32866-0027,5683,0.0,0.0,0.0,0.0,0.0,a cold bright moon was shining with clear sharp lights and shadows
cosyvoice3,5683-32866-0027,5683,0.0,0.0,0.0,0.0,0.0,a cold bright moon was shining with clear sharp lights and shadows
real,5683-32865-0013,5683,0.0,0.0,0.0,0.0,0.0,"do you know? Lake? Oh, I really can't tell, but he'll soon tire of country life."
f5tts,5683-32865-0013,5683,0.0625,0.0625,0.0,0.0,0.0133333333333333,"Do you know Lake O? I really can't tell, but he'll soon tire of country life."
xtts,5683-32865-0013,5683,0.0,0.0,0.0,0.0,0.0,"Do you know Lake? Oh, I really can't tell, but he'll soon tire of country life."
